Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648644072091,37,81,58,15,48,44,42,65,529
1648644072105,46,73,66,7,53,31,52,54,536
1648644072114,44,73,67,6,59,32,50,56,537
1648644072122,47,70,68,4,58,31,50,54,533
1648644072130,45,71,69,5,58,34,52,55,536
1648644072138,45,72,67,6,55,32,53,58,534
1648644072146,48,75,67,5,59,31,54,54,538
1648644072154,44,69,68,6,55,30,48,56,536
1648644072163,45,68,66,5,55,31,49,51,537
1648644072171,47,72,66,6,59,33,51,58,539
1648644072179,41,70,71,6,59,30,54,52,535
1648644072187,46,72,66,4,56,32,49,54,533
1648644072194,46,72,68,5,59,33,54,55,535
1648644072202,46,68,64,6,58,32,54,55,537
1648644072210,40,69,65,5,58,30,51,53,535
1648644072218,45,77,68,5,55,30,50,56,537
1648644072227,46,72,67,6,57,32,52,56,538
1648644072236,45,69,66,5,54,32,51,52,534
1648644072244,42,70,67,6,58,33,51,55,535
1648644072252,43,69,66,6,56,29,50,52,536
1648644072259,44,68,65,5,55,35,52,56,538
1648644072267,47,71,67,7,56,35,53,55,536
1648644072275,41,72,68,5,60,33,54,56,536
1648644072283,45,71,68,4,52,30,49,54,536
1648644072290,43,70,65,6,57,33,51,53,536
1648644072298,38,80,58,11,49,39,48,56,540
1648644072306,52,60,78,0,57,28,60,45,553
1648644072314,34,80,61,11,58,24,63,46,551
1648644072322,55,63,73,8,57,38,51,49,539
1648644072330,46,71,68,5,54,30,51,52,538
1648644072337,43,69,67,2,56,30,52,53,534
1648644072345,45,71,68,5,57,33,52,53,537
1648644072354,46,70,66,3,55,32,54,56,537
1648644072668,47,74,66,5,56,33,52,56,537
1648644072676,43,69,62,6,57,31,53,55,537
1648644072684,42,72,65,3,57,29,53,53,534
1648644072692,44,73,66,5,56,32,54,54,537
1648644072700,45,73,63,5,56,29,51,52,534
1648644072707,44,70,65,5,57,32,53,55,536
1648644072715,42,69,67,5,57,33,49,55,535
1648644072725,40,74,70,9,51,45,46,62,544
1648644072733,35,85,62,7,59,32,55,56,535
1648644072745,54,80,58,12,48,45,44,60,534
1648644072753,48,72,70,10,59,28,59,50,544
1648644072761,37,83,57,15,50,32,56,51,549
1648644072769,46,82,57,8,53,40,47,58,546
1648644072777,45,74,64,16,48,42,44,59,541
1648644072785,57,70,77,0,68,24,62,48,546
1648644072793,53,73,68,0,70,29,57,61,534
1648644072805,53,72,68,7,58,34,55,55,535
1648644072813,45,74,67,5,53,31,51,55,537
1648644072821,44,72,65,6,58,31,51,54,540
1648644072829,44,69,68,6,58,29,52,57,538
1648644072837,46,72,68,5,56,32,53,52,538
1648644072846,45,71,68,7,56,29,51,54,535
1648644072854,41,73,63,4,58,32,50,55,537
1648644072862,39,70,66,6,55,32,51,54,536
1648644072870,45,69,65,7,57,31,49,53,537
1648644072877,43,70,68,6,59,33,53,55,539
1648644072885,45,69,67,5,57,33,52,55,536
1648644072893,48,71,68,6,57,30,52,56,538
1648644072900,43,69,66,4,54,31,51,53,534
1648644072908,42,73,66,5,58,31,54,57,542
1648644072916,44,73,67,7,57,32,50,54,536
1648644072924,44,73,69,6,58,30,53,55,535
1648644072934,49,70,68,5,56,33,55,55,538
1648644072943,47,71,67,6,58,28,52,54,536
1648644072950,46,73,72,7,58,34,55,53,536
1648644072958,49,73,67,5,58,32,55,57,538
1648644072967,47,70,67,9,58,29,55,53,536
1648644072975,47,73,68,6,59,33,52,57,538
1648644072984,46,72,67,5,56,31,52,56,538
1648644072992,46,71,68,9,57,35,52,57,539
1648644073001,47,74,68,5,55,33,51,54,534
1648644073010,47,70,65,5,53,31,52,52,536
1648644073018,44,70,65,9,55,31,50,54,535
1648644073026,44,70,68,5,57,30,54,54,544
1648644073035,43,72,69,8,57,33,51,54,538
1648644073043,42,70,67,7,59,31,54,55,540
1648644073051,45,70,67,5,58,35,52,56,537
1648644073059,44,73,66,6,57,32,55,54,539
1648644073067,47,73,68,5,60,34,52,58,539
1648644073075,45,74,68,4,59,34,52,56,534
1648644073083,44,73,69,6,58,30,52,53,536
1648644073092,42,74,67,3,58,33,52,58,536
1648644073100,44,70,67,6,57,31,54,55,541
1648644073108,44,73,69,6,57,31,51,54,536
1648644073116,43,71,66,6,57,33,52,57,539
1648644073124,46,73,68,8,57,33,54,55,539
1648644073132,45,73,68,7,60,31,53,58,541
1648644073140,44,70,69,5,57,32,54,58,537
1648644073148,44,71,65,6,59,30,55,58,538
1648644073157,46,70,66,4,56,31,59,56,532
1648644073166,46,72,66,12,58,32,52,56,536
1648644073176,48,73,66,7,54,30,51,53,539
1648644073187,46,71,68,7,58,32,55,57,538
1648644073195,46,69,66,5,55,32,52,54,535
1648644073204,46,70,66,7,56,30,52,53,538
1648644073212,44,70,66,5,55,32,55,51,537
1648644073221,46,73,68,6,58,34,54,56,539
1648644073229,47,71,67,5,57,33,53,54,537
1648644073237,45,70,66,5,57,29,52,54,539
1648644073245,42,70,65,5,57,32,55,60,536
1648644073254,45,73,69,6,57,33,53,59,539
1648644073261,46,69,65,7,55,31,51,51,535
1648644073269,46,69,66,6,58,35,53,53,534
1648644073279,46,73,70,5,61,31,53,57,540
1648644073286,47,76,67,4,58,31,51,54,536
1648644073296,43,71,64,4,54,29,49,55,538
1648644073571,47,71,67,6,56,33,52,55,537
