Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648642932099,59,86,69,15,61,34,78,56,537
1648642932111,51,84,75,18,61,34,76,57,533
1648642932121,51,85,72,16,64,34,72,57,535
1648642932130,52,83,73,14,63,39,74,58,533
1648642932138,52,87,76,19,66,40,79,62,537
1648642932147,55,88,72,15,61,36,78,60,535
1648642932156,45,87,66,17,62,36,80,56,535
1648642932164,49,84,68,15,62,37,78,54,528
1648642932172,48,82,71,17,63,37,81,60,537
1648642932179,51,81,70,17,58,35,73,58,534
1648642932187,47,88,69,20,61,35,77,58,534
1648642932195,50,89,74,21,65,38,77,57,533
1648642932203,52,82,74,13,60,37,80,57,534
1648642932210,48,84,68,16,62,34,74,61,537
1648642932218,50,86,72,17,63,39,79,58,540
1648642932226,52,85,74,16,60,36,76,58,537
1648642932234,45,86,68,17,60,42,79,58,536
1648642932243,51,85,70,14,66,34,78,57,532
1648642932250,48,89,68,17,65,38,76,60,538
1648642932258,50,84,70,15,61,35,81,54,534
1648642932266,48,83,67,15,55,35,82,59,537
1648642932274,49,83,73,17,67,35,79,57,535
1648642932281,52,81,70,15,61,33,78,56,533
1648642932289,53,89,70,19,63,34,77,59,536
1648642932299,51,89,71,16,64,38,80,64,537
1648642932307,48,84,69,19,63,36,78,53,533
1648642932315,50,82,68,15,58,31,80,56,536
1648642932323,49,81,68,15,61,30,79,59,532
1648642932331,49,87,72,16,59,36,77,61,538
1648642932339,51,86,68,17,55,38,73,53,530
1648642932347,47,78,69,17,57,37,76,57,535
1648642932354,48,90,70,15,60,36,69,56,535
1648642932364,50,88,73,16,60,35,73,55,532
1648642932540,53,87,71,19,65,35,78,57,534
1648642932548,45,85,73,16,58,33,78,57,534
1648642932556,49,86,71,16,62,39,80,53,532
1648642932563,46,87,71,18,64,36,79,58,536
1648642932571,52,87,73,16,64,33,78,58,535
1648642932579,52,89,70,16,66,36,78,58,532
1648642932589,51,86,70,14,61,35,78,64,535
1648642932598,49,88,69,20,67,35,86,57,536
1648642932607,54,85,59,25,52,49,81,52,551
1648642932616,51,82,84,8,74,30,82,64,534
1648642932624,44,94,63,28,59,35,78,61,539
1648642932636,50,91,76,11,75,25,77,59,545
1648642932643,65,96,73,13,75,26,86,56,551
1648642932651,49,104,59,33,58,38,74,72,529
1648642932659,38,97,60,22,59,36,76,66,533
1648642932669,51,91,71,20,62,38,87,59,535
1648642932953,50,91,69,17,58,27,78,58,540
