Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1649012579091,52,193,71,58,70,35,108,53,761
1649012579103,53,190,68,61,60,27,111,54,761
1649012579112,48,192,69,59,56,38,109,53,755
1649012579120,51,187,68,67,66,28,112,56,760
1649012579128,41,193,69,60,62,37,108,58,757
1649012579135,46,192,65,59,58,36,109,55,764
1649012579145,53,194,62,62,64,29,112,53,768
1649012579154,51,195,69,62,64,40,110,57,763
1649012579162,42,195,66,59,60,31,116,59,764
1649012579170,45,193,61,64,61,41,112,56,761
1649012579178,45,193,66,65,67,34,113,52,763
1649012579186,51,195,71,60,65,30,110,57,756
1649012579194,46,191,66,66,60,32,109,51,765
1649012579203,47,193,71,66,59,29,108,53,759
1649012579212,50,191,69,70,66,37,104,60,764
1649012579220,45,197,70,59,63,32,107,63,763
1649012579229,46,195,62,58,69,34,111,54,766
1649012579237,49,193,66,61,65,31,113,59,766
1649012579246,49,190,69,66,63,34,114,54,765
1649012579253,47,186,61,60,62,45,110,51,761
1649012579263,50,189,64,65,62,34,113,57,767
1649012579271,49,187,67,61,59,37,112,60,765
1649012579278,43,188,68,62,68,35,110,52,760
1649012579286,46,191,67,59,61,32,112,49,764
1649012579294,54,188,65,63,63,33,111,57,764
1649012579302,48,194,65,64,61,34,116,54,764
1649012579310,45,195,68,63,64,30,113,56,771
1649012579317,50,191,60,61,67,33,114,55,760
1649012579325,47,188,67,67,66,33,111,58,762
1649012579333,47,197,68,67,62,30,112,53,766
1649012579341,48,191,68,63,65,35,102,64,765
1649012579348,51,195,67,57,60,29,119,53,764
1649012579356,45,192,71,63,66,30,114,57,769
1649012579364,49,199,71,59,65,35,110,54,762
1649012579372,46,197,69,56,72,34,111,59,761
1649012579380,48,202,72,65,64,37,119,48,768
1649012579388,50,197,68,62,63,32,117,54,771
1649012579396,53,186,70,63,64,34,108,58,766
1649012579470,55,195,70,64,64,36,112,55,770
1649012579478,46,197,67,57,62,32,115,55,763
1649012579486,49,199,69,65,67,37,112,55,762
1649012579494,48,207,67,63,64,29,112,51,767
1649012579502,48,192,72,61,61,32,117,56,766
1649012579511,45,194,65,64,62,34,117,56,769
1649012579519,43,204,71,64,65,39,116,56,761
1649012579527,48,200,66,66,62,36,115,53,768
1649012579535,50,201,67,66,64,42,117,52,715
1649012579543,50,194,70,59,64,39,117,60,770
1649012579551,52,201,63,63,58,29,114,55,770
1649012579559,42,198,67,62,66,36,120,51,769
1649012579567,43,202,71,63,62,35,119,53,768
1649012579577,40,199,65,64,60,39,114,56,769
1649012581558,52,226,67,75,74,35,132,58,791
1649012581566,46,230,69,75,63,42,133,53,788
1649012581574,51,227,67,69,65,32,137,53,795
1649012581581,48,228,70,66,68,35,131,56,798
1649012581589,53,228,68,62,62,38,133,54,800
1649012581597,51,228,66,69,62,44,130,50,797
1649012581605,48,229,69,71,63,36,129,59,793
1649012581612,50,228,68,69,63,36,127,59,797
1649012581620,51,233,65,73,64,39,130,51,800
1649012581628,45,221,72,66,67,35,130,57,799
1649012581635,51,223,69,72,61,40,137,58,792
1649012581643,46,228,69,68,69,37,129,53,799
1649012581651,57,227,69,65,71,38,141,62,807
1649012581659,57,219,70,73,73,42,135,66,805
1649012581668,59,239,77,88,72,52,143,61,816
1649012581679,49,226,67,65,60,36,134,54,797
1649012581689,52,234,62,72,66,38,133,51,798
1649012581697,45,231,68,70,62,39,131,58,801
1649012581705,53,230,62,68,71,39,131,53,795
1649012581714,49,237,69,71,63,37,131,53,803
1649012581722,43,224,68,68,71,43,132,57,795
1649012581730,45,235,62,73,62,41,128,53,795
1649012581738,45,230,64,71,63,35,136,59,801
1649012581746,45,236,65,69,67,37,129,64,802
1649012581755,40,233,65,70,68,34,134,57,807
1649012581762,42,230,70,66,68,38,137,59,808
1649012581771,47,229,68,73,59,35,136,56,806
1649012581779,51,232,76,76,62,38,137,60,803
1649012581787,52,235,71,72,67,39,127,53,802
1649012581795,52,239,67,68,63,32,132,58,802
1649012581804,47,233,71,61,57,37,138,57,796
1649012581812,46,230,76,71,69,36,129,55,801
1649012581820,51,231,67,71,66,39,134,57,806
1649012581828,53,233,64,71,63,30,133,54,797
1649012581835,51,226,62,67,65,35,133,50,808
1649012581843,53,233,63,70,68,38,130,54,803
1649012581851,49,235,73,74,64,35,135,49,804
1649012581859,40,227,66,72,68,40,133,59,797
1649012581866,47,228,67,70,62,42,133,54,797
1649012581874,50,226,71,71,61,36,136,65,803
1649012581882,50,236,65,67,63,34,130,56,800
1649012581890,42,234,72,79,63,41,136,61,802
1649012581897,48,235,69,77,64,38,128,55,806
1649012581905,45,236,65,72,68,34,133,55,802
1649012581913,47,238,71,67,69,36,129,53,797
1649012581921,50,236,70,72,64,38,134,60,802
1649012581929,50,233,67,74,64,33,129,53,807
1649012581937,49,232,68,73,69,38,134,56,800
1649012581946,53,231,68,70,66,34,134,59,811
1649012581955,58,229,64,70,68,40,133,53,812
1649012581963,50,236,67,69,61,35,136,55,801
1649012581972,53,233,65,69,65,37,131,58,802
1649012581980,49,230,64,76,61,34,132,59,808
1649012581988,48,233,67,69,60,35,131,54,808
1649012581995,54,230,58,71,67,40,135,55,804
1649012582004,44,236,65,70,62,34,137,62,797
1649012582013,55,233,68,74,67,34,132,55,804
1649012582021,46,231,63,75,65,39,131,52,802
1649012582029,51,229,67,73,67,39,137,62,797
1649012582037,49,233,68,72,65,39,134,51,807
