Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648841462119,70,188,85,66,92,53,139,88,955
1648841462134,76,185,90,63,79,52,140,86,931
1648841462143,66,179,88,58,84,58,142,90,943
1648841462154,76,187,88,61,79,51,137,86,934
1648841462164,70,184,91,67,83,51,138,86,933
1648841462173,70,186,88,62,83,54,143,88,939
1648841462181,70,182,91,59,81,57,140,90,940
1648841462190,71,183,94,64,81,57,140,85,941
1648841462198,71,185,96,67,79,57,138,87,937
1648841462205,74,185,93,65,82,51,142,88,940
1648841462213,69,187,87,63,78,58,144,87,941
1648841462221,66,187,94,57,85,54,139,91,941
1648841462228,72,186,93,64,85,51,137,91,938
1648841462236,71,186,90,63,81,55,140,88,939
1648841462244,74,192,94,61,85,59,141,84,942
1648841462253,78,191,89,61,85,54,141,84,938
1648841462262,66,186,91,61,83,51,141,88,941
1648841462274,75,187,90,65,81,49,141,88,939
1648841462282,68,185,90,68,80,50,140,90,936
1648841462294,67,186,97,64,85,52,138,88,943
1648841462302,71,185,90,60,78,57,136,83,945
1648841462309,68,185,87,66,81,47,142,91,943
1648841462317,62,185,92,65,83,54,138,85,941
1648841462325,68,189,93,62,85,54,146,87,944
1648841462332,71,187,90,67,84,54,140,91,944
1648841462341,68,187,83,63,85,49,148,89,933
1648841462352,67,187,91,63,80,58,144,86,940
1648841462363,63,187,91,64,86,55,142,88,940
1648841462373,73,185,94,58,82,52,141,87,941
1648841462382,72,189,94,61,81,47,144,85,937
1648841462394,83,175,90,77,96,64,135,80,951
1648841462402,78,198,95,74,91,56,139,75,942
1648841462414,68,188,92,69,83,56,143,90,941
1648841462424,72,191,89,66,81,54,145,86,942
1648841462432,65,190,94,65,79,54,149,84,948
1648841462440,67,187,89,65,81,54,141,85,943
1648841462447,72,191,91,67,86,53,143,84,943
1648841462455,70,191,89,69,87,54,141,85,945
1648841462463,65,190,91,66,83,52,142,87,941
1648841462472,69,188,92,66,81,55,138,86,945
1648841462481,73,188,90,69,82,54,144,88,942
1648841462490,69,188,100,69,84,49,147,85,937
